price,freight_value
53.0,14.13
39.49,15.1
19.99,11.85
110.0,18.0
64.0,7.39
239.9,14.34
17.6,12.69
38.0,15.37
62.0,16.7
24.99,7.78
878.0,13.91
119.9,15.95
41.5,13.37
88.34,39.27
287.0,39.27
380.0,79.63
130.0,17.16
110.0,85.7
22.81,13.37
22.81,13.37
59.9,13.44
28.99,12.86
28.99,12.86
29.99,12.79
210.0,16.22
94.9,16.42
94.3,25.5
13.65,21.15
49.99,7.78
69.9,18.59
27.9,10.96
179.49,9.45
895.0,55.01
69.99,16.74
28.9,19.05
35.0,12.43
13.65,14.1
59.9,17.67
59.9,17.67
19.9,12.48
150.0,27.59
150.0,27.59
150.0,27.59
41.99,16.11
99.99,13.14
36.9,8.72
56.0,12.83
56.0,12.83
56.0,12.83
42.99,15.1
116.99,43.19
19.89,8.11
235.0,35.45
49.9,7.81
49.9,7.81
49.9,7.81
49.9,7.81
13.98,24.84
19.99,7.78
29.99,15.1
119.9,8.09
579.8,26.13
57.99,14.16
89.9,16.26
21.9,15.1
130.0,17.35
32.99,15.1
185.9,23.88
47.49,9.94
594.21,42.0
122.99,53.21
15.0,15.1
19.9,34.2
24.9,68.39
16.75,15.23
115.0,13.83
89.99,15.38
39.0,20.4
129.99,9.26
449.0,38.27
108.99,23.56
194.99,59.91
194.99,59.91
194.99,59.91
194.99,59.91
194.99,59.91
194.99,59.91
194.99,59.91
194.99,59.91
29.9,9.42
22.9,15.26
209.9,17.23
1199.9,23.16
7.0,15.1
14.9,7.39
449.9,30.43
20.3,18.23
44.99,18.59
44.99,18.59
1650.0,27.31
196.99,61.3
329.0,11.12
199.9,16.28
249.0,16.49
146.39,22.62
44.99,19.95
236.0,15.4
68.99,15.28
7.5,12.69
7.5,12.69
399.99,29.1
24.5,11.85
69.9,15.24
18.9,14.1
51.0,9.03
35.7,9.03
32.55,9.03
37.0,9.03
49.95,11.85
289.9,18.87
39.8,20.67
25.99,14.11
89.99,43.0
129.99,17.16
35.9,15.32
35.9,15.32
274.92,22.95
75.0,41.76
49.9,16.79
54.9,16.14
34.65,11.74
107.99,15.86
69.9,17.74
59.9,19.61
40.0,19.59
22.35,7.42
977.98,24.73
21.9,17.19
67.5,7.78
201.55,48.21
201.55,48.21
69.9,26.11
59.0,17.98
36.82,7.52
29.9,15.1
29.9,15.1
81.99,8.32
97.9,23.27
98.75,15.57
299.0,21.58
63.99,9.2
60.0,11.03
49.9,20.99
69.99,11.99
12.5,7.39
84.52,11.8
84.52,11.8
31.9,15.1
99.0,8.85
118.8,15.14
78.0,7.81
72.0,9.09
129.6,15.08
127.27,9.64
18.99,7.78
13.9,14.52
19.0,11.86
10.6,11.86
78.87,12.89
79.9,26.86
114.89,22.27
48.0,11.85
5.99,15.1
149.9,27.59
34.99,19.32
597.9,17.21
250.0,132.28
330.0,21.22
29.9,15.1
74.99,13.59
4.99,11.85
65.9,16.9
65.9,16.9
65.9,16.9
65.9,16.9
65.9,16.9
119.0,18.08
59.9,25.7
59.0,13.43
120.0,17.21
39.99,17.21
44.0,16.79
38.0,15.1
765.0,23.23
72.0,12.43
59.9,32.87
118.9,8.58
99.99,12.43
59.9,17.67
59.9,18.63
15.99,9.31
28.0,12.86
53.99,15.26
45.0,36.75
45.0,36.75
193.0,24.15
349.99,16.2
25.0,16.11
79.9,28.96
33.0,16.6
120.9,44.62
52.0,15.11
258.99,20.05
62.99,13.46
69.9,46.6
59.9,46.6
580.27,39.38
112.9,17.7
76.99,24.85
76.99,24.85
76.99,24.85
76.99,24.85
1399.0,32.33
220.0,22.03
24.99,14.1
29.99,14.1
110.32,7.64
110.32,7.64
44.9,15.1
89.9,12.13
19.9,12.48
119.0,13.85
131.9,18.54
56.99,25.68
29.5,20.84
170.7,16.95
115.0,18.69
69.0,14.23
149.9,13.71
155.0,13.75
118.75,16.46
32.0,8.97
55.5,15.14
169.9,8.44
29.9,8.11
69.9,23.64
246.62,37.05
109.99,20.26
205.99,51.31
120.0,14.14
75.0,21.02
119.5,19.81
29.9,11.85
39.99,15.38
48.9,11.73
48.0,11.74
49.99,15.23
56.89,18.28
89.9,16.39
24.99,15.23
169.79,49.72
199.0,17.82
104.9,44.58
129.8,18.16
29.9,15.1
69.9,7.91
465.52,18.33
465.52,18.33
34.99,18.23
67.0,20.96
151.9,17.97
69.9,16.25
27.9,18.23
84.99,27.13
330.0,19.53
30.99,16.79
79.49,9.97
58.99,17.66
99.9,0.0
38.0,7.53
19.99,15.1
35.0,19.32
38.9,16.11
219.9,35.08
118.9,13.27
56.9,16.16
179.99,18.54
29.99,42.38
109.9,14.5
167.92,12.68
49.9,13.93
151.9,17.97
12.97,10.96
87.0,12.74
59.9,17.35
89.18,9.44
75.0,50.03
119.99,24.97
45.9,16.11
18.5,8.29
44.99,7.39
151.9,27.14
295.0,16.82
49.99,15.23
169.9,21.68
139.9,36.11
209.0,30.5
53.9,21.35
99.9,9.26
99.9,9.26
49.99,38.62
59.0,25.44
13.2,22.85
158.9,43.52
97.0,8.93
89.0,17.12
89.0,17.12
31.9,16.79
125.0,18.12
84.99,14.36
84.99,14.36
64.9,17.7
13.65,7.78
10.35,8.72
100.46,18.58
133.2,27.25
122.99,63.11
39.9,15.1
99.0,16.94
99.9,16.33
415.99,17.08
36.5,13.08
59.9,15.17
17.0,12.69
93.0,19.84
100.0,15.45
21.9,10.96
209.9,18.38
107.0,15.5
29.99,8.37
109.0,22.58
209.99,29.95
91.55,7.9
91.55,7.9
91.55,7.9
91.55,7.9
91.55,7.9
13.5,15.1
13.5,15.1
13.5,15.1
27.9,18.3
207.9,10.2
27.99,15.3
104.0,11.85
107.0,14.15
104.9,18.66
315.0,61.56
24.9,15.1
107.0,13.77
89.99,17.88
48.0,17.6
58.99,11.73
449.9,25.08
98.9,23.23
98.9,23.23
69.9,19.73
80.38,15.66
42.99,14.1
134.9,12.9
18.98,17.63
29.99,16.79
120.0,16.6
82.9,15.33
374.9,31.66
129.89,17.48
135.0,23.53
89.99,7.88
79.99,27.29
146.99,82.12
209.99,12.86
119.0,18.08
38.62,19.46
299.0,24.96
299.9,24.39
215.9,19.79
56.29,17.64
169.0,15.94
110.0,8.03
84.99,16.35
28.0,10.96
58.0,12.75
129.9,15.98
89.9,18.51
139.9,19.22
67.0,20.87
67.0,20.87
67.0,20.87
40.9,20.56
40.9,20.56
30.0,8.29
180.0,12.74
159.0,14.13
47.49,16.11
144.41,26.29
86.9,23.99
86.9,10.29
129.0,34.7
70.0,62.52
199.9,30.44
154.9,23.66
120.0,18.72
419.9,23.43
35.0,15.1
27.9,18.23
159.9,15.87
32.0,11.73
69.9,11.99
89.99,17.07
119.0,47.49
549.0,25.77
119.9,8.78
29.99,11.85
549.9,16.51
149.9,12.54
74.9,17.77
110.32,15.87
45.9,7.58
110.32,18.65
122.99,17.3
12.25,14.1
26.5,16.32
149.9,18.3
64.99,20.9
64.9,16.21
27.88,18.23
83.41,17.83
165.9,18.41
95.0,21.62
169.0,16.89
288.75,56.28
139.9,13.23
299.3,28.42
219.0,18.46
199.9,9.56
29.0,7.78
79.0,15.43
49.99,15.11
59.9,15.17
24.0,18.27
45.97,19.51
144.8,15.76
42.9,15.1
8.9,7.39
2649.99,83.64
64.99,18.02
49.99,11.85
24.5,16.79
56.99,14.71
29.89,19.4
72.0,13.52
122.99,17.57
210.0,37.56
210.0,37.56
115.0,0.0
64.99,29.71
33.9,7.98
109.89,9.13
109.89,11.22
130.0,13.86
29.99,7.78
61.99,8.82
122.49,22.79
118.99,8.09
265.0,54.05
108.0,9.77
158.95,12.32
48.9,19.53
480.0,31.74
480.0,31.74
480.0,31.74
99.0,18.93
22.5,31.1
22.5,31.1
24.0,15.23
146.65,18.91
149.99,16.35
97.0,12.18
52.0,11.73
74.9,18.8
50.9,13.38
108.0,9.77
108.0,9.77
259.9,45.67
389.0,25.04
99.9,15.45
314.97,18.45
139.0,17.41
219.9,14.56
114.9,12.51
129.9,29.37
119.99,15.59
69.4,17.74
180.0,50.48
84.99,26.9
132.9,18.18
29.99,8.72
69.0,38.03
13.7,7.78
119.9,20.77
59.99,34.61
45.0,19.51
45.9,12.69
42.0,18.23
70.0,11.99
174.99,24.5
369.99,25.46
35.0,7.78
115.0,35.12
10.49,10.96
34.99,14.52
174.0,22.02
65.9,22.39
75.9,19.5
402.85,54.37
151.9,19.16
129.99,18.0
39.0,15.1
246.62,28.27
246.62,28.27
89.9,12.13
16.46,19.59
23.99,7.78
15.99,16.11
39.9,8.72
89.9,17.88
52.0,12.61
52.0,12.61
89.9,13.65
68.9,16.92
230.0,22.06
59.9,17.67
59.9,17.67
118.9,23.15
29.0,12.69
29.99,18.31
39.9,14.1
149.9,13.18
44.9,16.11
63.0,11.94
157.0,21.18
53.49,8.72
42.99,11.85
116.99,18.7
116.99,18.7
14.99,7.78
229.99,18.86
79.0,17.8
199.0,21.79
205.0,26.27
24.99,15.28
49.9,20.99
24.8,17.06
169.9,31.94
19.99,8.72
19.99,8.72
89.99,9.44
114.9,17.05
84.9,14.32
38.4,14.1
99.9,19.61
14.9,15.23
159.77,16.88
37.5,17.6
109.9,13.67
229.9,15.78
58.67,19.6
200.0,20.59
598.99,18.94
78.0,12.99
31.9,16.79
12.0,7.78
89.9,27.18
15.0,12.79
19.74,11.85
62.9,15.54
19.97,15.1
19.97,15.1
199.0,17.64
273.9,20.02
19.9,14.1
119.5,15.72
140.5,15.74
49.0,14.11
157.49,38.65
68.9,23.11
89.0,23.42
39.9,18.23
69.9,17.74
14.9,14.52
99.99,38.25
29.99,7.78
129.99,46.4
14.9,14.52
97.49,12.18
109.9,8.02
29.0,24.35
15.19,18.23
19.99,17.63
19.99,17.63
54.9,25.22
10.0,18.23
69.0,8.11
49.0,19.04
169.99,27.27
118.0,39.76
118.0,39.76
118.0,39.76
59.9,17.67
129.9,27.89
199.0,26.42
168.9,22.89
22.79,18.0
202.89,16.17
99.9,9.51
33.0,9.74
88.0,14.37
98.9,13.71
49.9,13.43
1199.9,20.74
79.9,8.75
179.99,26.88
32.5,15.79
24.99,7.44
149.9,16.81
129.9,10.12
59.99,15.18
43.0,11.85
107.9,13.78
49.9,22.89
110.0,34.76
99.9,21.19
79.9,13.58
110.0,20.26
219.0,13.03
1350.0,83.04
389.42,59.59
122.99,18.74
25.0,14.1
84.44,19.83
19.9,18.24
55.0,15.83
13.9,16.05
119.9,13.28
49.0,17.67
68.9,52.61
119.9,11.45
399.79,57.28
299.99,35.9
110.0,19.74
23.99,14.1
29.0,15.1
22.8,16.11
117.6,18.92
176.99,53.79
59.99,11.03
219.0,29.57
74.9,16.22
51.95,23.29
69.9,16.12
69.9,16.12
19.49,17.63
238.99,15.42
64.9,18.33
159.99,30.96
35.9,23.05
39.9,12.69
69.99,18.29
146.0,15.77
388.9,42.06
18.9,7.71
108.9,34.93
73.02,27.49
25.0,16.11
89.9,25.91
26.0,9.94
56.85,15.15
238.81,11.09
190.83,26.62
72.0,19.19
159.0,15.28
65.0,14.62
129.9,43.32
39.9,12.48
179.9,49.07
56.1,22.65
56.1,22.65
56.1,22.65
1200.0,40.85
39.9,14.1
820.0,62.0
722.5,47.09
20.9,11.85
59.9,22.13
59.9,22.13
19.9,18.23
35.0,17.38
38.4,16.11
38.4,16.11
38.4,16.11
713.7,13.19
68.0,15.23
79.9,22.88
1649.99,33.42
104.0,15.48
53.9,0.0
99.0,8.85
44.99,2.83
44.99,2.83
44.99,2.83
75.99,17.74
368.9,27.42
49.0,11.85
229.9,21.92
189.99,26.17
105.0,13.75
45.0,17.6
1399.0,16.66
52.0,25.98
29.99,14.1
89.0,12.12
80.4,21.05
29.9,16.79
299.99,24.9
12.0,18.23
110.0,18.02
80.49,8.72
104.99,23.31
122.99,14.61
56.99,23.51
56.99,11.75
56.99,23.51
99.0,18.57
19.5,10.96
19.5,10.96
20.0,15.1
169.0,67.55
32.9,46.89
59.9,13.44
59.9,16.18
125.0,14.96
29.99,7.47
29.99,14.1
31.99,16.11
149.0,23.76
78.9,39.91
61.99,16.19
55.16,23.19
27.9,5.9
46.99,19.68
75.0,13.08
140.0,23.3
239.9,12.29
89.99,12.36
26.9,8.88
49.9,18.45
176.99,53.79
129.9,8.49
165.9,17.6
18.75,17.06
47.49,13.71
169.9,10.6
89.9,15.38
27.9,7.46
24.99,50.85
475.9,69.7
527.9,18.0
70.0,15.37
297.0,51.93
190.0,13.99
56.9,11.42
159.0,22.19
150.0,12.95
150.0,12.95
77.9,23.35
49.9,18.23
39.0,15.1
135.9,25.79
15.99,7.78
173.9,9.57
99.9,28.08
124.9,20.11
78.0,16.74
182.32,13.62
199.0,0.0
46.0,15.1
102.9,13.16
27.3,15.1
89.99,12.97
48.9,9.26
48.9,9.26
29.99,7.78
29.99,17.34
499.0,48.98
109.9,10.96
289.9,19.91
59.9,19.66
349.9,25.03
119.9,21.33
89.99,9.44
56.9,16.37
53.9,21.35
45.0,18.23
59.0,14.58
79.9,7.81
129.0,18.7
9.9,16.11
14.99,7.39
49.9,14.51
99.9,9.51
19.9,18.24
99.0,9.44
29.9,8.37
599.0,55.41
56.99,12.74
17.9,10.96
27.0,8.72
19.9,22.06
46.9,17.15
44.9,13.04
39.9,8.72
169.99,15.95
159.9,25.96
180.0,16.01
134.9,13.38
89.99,9.44
88.0,14.37
99.99,25.54
307.5,10.51
86.5,47.32
27.99,7.39
59.9,13.44
45.0,8.72
119.6,18.0
64.9,19.36
72.4,25.54
96.36,21.53
69.9,4.31
159.0,51.61
49.9,9.1
58.99,11.43
45.0,7.78
812.99,31.99
126.12,14.63
69.9,16.12
67.9,13.92
199.9,15.23
54.99,23.19
79.9,15.32
119.0,25.31
29.99,14.1
688.0,16.32
50.9,16.12
75.0,16.5
129.99,9.28
109.9,14.5
64.9,18.02
45.0,8.88
19.0,22.85
19.0,22.85
129.9,29.84
55.0,16.15
39.99,11.74
69.9,9.18
27.5,13.37
89.9,15.38
169.9,25.27
49.0,18.44
35.0,7.39
59.99,17.13
122.99,14.61
149.9,9.02
32.98,15.1
339.99,17.14
27.9,14.52
169.0,25.0
179.9,23.97
49.0,35.93
39.9,17.63
29.99,29.31
12.9,5.86
85.0,12.59
103.97,25.04
219.22,12.16
199.9,45.2
143.8,25.82
255.0,28.17
94.0,13.78
84.9,17.84
42.9,8.64
65.0,25.73
169.9,26.03
59.9,16.86
89.99,14.8
139.0,27.29
109.9,21.61
79.0,13.57
37.5,15.23
78.0,22.48
52.0,17.94
28.9,25.63
32.49,7.87
25.9,7.78
25.9,7.78
17.9,12.79
17.9,12.79
17.9,12.79
27.99,15.1
129.99,13.49
44.9,7.78
85.0,20.08
74.99,13.1
74.9,12.65
67.88,18.36
75.0,32.82
249.9,16.41
75.0,32.82
149.9,23.37
199.0,17.64
34.99,20.84
48.9,11.85
168.99,15.93
395.9,15.79
166.99,25.62
1450.0,84.58
45.9,68.13
89.99,14.72
119.9,12.34
149.0,14.79
27.5,15.29
188.0,74.27
56.1,19.58
89.99,16.88
89.99,16.88
27.99,18.3
19.9,7.39
249.9,28.07
249.9,28.07
177.99,17.01
389.0,55.25
159.9,25.3
39.0,19.46
47.9,15.1
320.0,18.72
18.9,7.78
110.0,0.0
59.9,13.44
39.99,15.1
75.0,18.1
330.0,10.07
71.9,12.96
110.0,12.27
79.9,28.96
24.99,14.1
450.0,20.73
49.99,31.32
64.9,15.21
367.9,67.67
79.9,17.81
65.0,8.72
58.5,18.29
85.0,19.83
21.99,15.1
24.99,7.44
49.0,7.78
29.0,7.78
149.99,25.89
29.9,8.64
108.99,18.34
119.0,14.17
199.9,18.68
80.0,13.92
39.9,18.23
44.9,14.1
29.9,20.72
15.99,6.22
21.15,5.54
14.49,9.24
14.49,9.24
21.15,5.54
14.49,9.24
21.15,5.54
14.49,9.24
21.15,5.54
14.49,9.24
21.15,5.54
21.15,5.54
14.49,9.24
49.0,7.6
75.0,14.7
35.0,12.91
239.9,18.96
28.99,15.3
49.9,7.39
12.88,7.39
36.9,15.1
27.0,14.11
138.0,27.29
71.82,13.52
219.9,22.62
89.9,16.88
45.6,42.38
149.0,12.54
29.9,18.23
29.9,18.23
77.9,13.57
117.9,15.58
419.9,55.3
123.6,22.8
49.99,15.1
20.99,14.52
11.9,15.1
11.9,15.1
339.0,18.13
95.2,16.86
26.4,12.79
175.01,13.57
137.9,38.81
99.99,23.28
69.9,8.29
120.0,23.99
29.0,9.27
110.0,18.02
122.99,15.61
32.99,8.72
56.0,16.15
53.2,15.12
59.9,56.9
29.9,12.35
68.9,9.88
29.9,12.34
149.9,21.54
39.0,17.92
25.9,11.85
89.99,45.09
89.99,45.09
42.9,11.85
143.0,38.55
24.9,11.85
209.9,18.38
199.98,17.84
17.9,20.43
91.55,8.8
27.99,18.3
119.9,15.59
19.9,8.72
117.99,21.32
14.9,7.78
59.9,18.3
129.9,116.94
112.9,21.28
159.99,16.0
37.9,15.1
37.9,15.1
69.9,7.94
69.9,12.43
69.9,12.43
99.0,15.79
129.9,15.66
14.9,14.1
75.33,22.81
350.0,75.04
89.9,15.38
139.99,12.18
1399.99,23.53
14.9,7.78
16.5,19.32
69.9,12.43
44.9,22.59
139.9,19.55
132.9,21.42
59.99,16.39
280.0,35.76
270.0,55.35
238.0,62.65
129.89,11.93
179.0,19.13
249.9,60.57
58.9,29.88
44.9,16.11
21.9,19.04
48.9,15.1
138.55,19.21
99.0,18.93
44.99,11.75
229.99,11.75
39.9,10.96
21.33,8.27
21.33,8.27
32.9,9.09
79.9,11.17
59.0,20.9
329.0,43.06
169.9,22.66
59.9,13.44
101.9,15.81
150.0,17.49
39.9,17.26
159.9,12.62
59.9,13.44
39.9,17.97
139.9,34.78
80.0,12.69
53.9,39.85
59.99,27.48
105.0,34.27
105.0,34.27
18.9,15.1
59.9,16.39
320.0,11.66
310.9,28.73
19.9,8.29
39.9,11.85
39.9,11.85
78.9,13.89
119.0,13.49
119.0,12.33
229.99,18.36
149.0,18.66
159.99,76.14
99.0,33.08
1200.0,32.85
146.0,12.52
419.0,21.47
18.99,15.1
122.55,18.23
209.9,17.1
209.9,17.1
110.99,18.0
21.99,37.04
334.9,16.43
16.0,7.78
16.99,17.06
59.0,23.21
53.9,52.95
41.0,11.85
82.9,14.75
89.9,17.88
89.9,17.88
210.0,52.69
43.0,18.4
265.9,18.99
19.99,15.79
59.0,17.66
21.99,14.1
45.0,7.58
24.5,11.85
48.99,15.44
65.0,23.26
99.98,13.04
192.99,62.09
59.9,11.92
166.99,15.92
149.0,20.53
15.5,7.39
149.9,15.5
139.9,39.95
229.0,54.61
140.0,27.71
1054.0,95.83
195.0,21.32
86.5,19.85
25.0,13.52
23.99,11.85
29.99,10.96
29.9,16.5
299.99,68.47
32.99,24.9
32.99,24.9
32.99,24.9
109.9,15.52
28.9,15.1
18.98,14.1
70.0,15.37
61.9,18.31
204.99,18.0
140.0,44.78
99.0,21.09
25.0,8.34
34.89,18.34
102.9,23.3
269.99,18.14
59.9,14.51
89.1,16.87
89.97,27.61
128.9,23.83
199.99,27.48
209.99,28.01
110.0,20.01
40.0,11.15
40.0,11.15
98.9,27.42
56.99,8.72
104.9,16.49
115.97,18.06
555.0,30.95
119.6,28.2
249.99,28.05
135.0,8.38
45.0,7.78
29.0,7.78
119.9,36.16
129.99,18.16
21.49,13.5
123.9,22.58
120.0,18.92
24.99,8.29
69.9,17.74
36.0,12.79
79.9,13.22
13.99,7.78
13.99,7.78
74.9,9.26
155.0,12.59
155.0,12.59
132.9,43.34
119.0,17.57
144.0,15.76
30.0,15.1
120.0,8.1
149.9,25.4
21.9,10.96
134.89,13.6
458.0,19.96
144.99,14.03
190.0,19.41
73.8,7.39
348.8,10.03
69.9,11.73
32.0,14.1
219.0,14.55
96.0,13.11
319.0,36.03
79.0,17.8
94.9,18.9
54.99,47.32
29.9,15.2
118.39,18.08
37.5,9.34
49.9,20.8
149.0,15.79
116.9,15.92
116.9,15.92
168.48,23.68
29.0,7.78
79.0,14.64
39.9,24.48
89.9,17.88
45.9,16.11
27.99,24.35
109.9,11.38
31.9,16.79
57.9,14.16
99.9,0.0
69.9,26.57
215.0,21.0
179.9,14.37
12.88,11.85
56.99,12.74
125.0,17.31
109.4,11.38
109.89,16.21
24.99,18.23
200.0,10.82
109.9,13.35
109.9,13.35
39.99,15.1
33.0,15.1
15.9,7.78
59.9,28.82
59.9,28.82
59.9,28.82
151.0,15.72
59.5,13.0
59.0,13.07
59.0,13.07
60.0,16.67
75.0,24.88
19.9,42.38
84.99,11.97
45.9,11.85
45.9,11.85
137.9,43.34
39.99,12.69
132.7,16.63
799.0,20.35
79.9,17.0
18.0,15.1
12.88,18.23
189.9,29.31
56.99,13.76
99.9,19.94
99.9,19.94
34.99,7.51
44.95,21.15
209.9,23.76
47.9,13.71
47.9,13.71
39.9,13.37
79.9,8.32
51.7,16.8
12.0,19.04
12.0,19.04
12.0,19.04
58.99,13.07
13.65,15.1
359.0,26.86
41.31,17.63
41.3,15.1
129.99,18.16
78.0,15.4
22.99,8.72
52.11,12.03
42.9,17.18
54.9,21.18
54.9,21.18
89.9,17.88
21.33,16.79
62.9,23.16
109.9,21.26
130.0,37.6
389.0,59.39
40.0,14.1
89.9,17.88
118.0,7.69
141.64,14.39
69.9,17.4
45.99,13.37
16.99,15.1
69.9,18.29
38.4,9.34
38.4,9.34
129.0,11.92
49.9,15.1
65.89,13.48
239.9,13.18
32.9,12.79
149.9,13.18
175.0,23.55
38.9,18.23
147.0,17.96
165.0,13.59
69.0,17.73
339.9,11.79
12.97,8.72
329.99,21.28
254.0,19.88
59.9,13.44
99.0,16.94
27.99,13.08
19.99,17.06
310.53,20.05
109.8,14.35
64.99,19.14
109.9,47.3
49.9,7.61
49.9,7.61
39.9,9.41
74.9,18.4
74.9,18.4
129.9,47.96
389.0,11.1
74.9,16.28
69.0,14.23
97.9,15.44
43.92,19.59
67.9,13.6
34.9,15.11
67.99,19.67
59.9,13.0
55.0,7.78
28.0,15.1
99.9,22.41
109.99,24.97
18.9,15.23
123.0,13.16
39.16,12.0
25.9,15.1
29.0,14.52
124.95,14.46
467.0,21.15
249.99,24.25
179.9,31.1
53.9,11.77
16.8,15.1
77.63,18.42
49.0,11.85
59.0,15.51
109.9,22.32
219.9,18.79
298.13,17.85
189.0,15.07
48.9,9.26
34.9,10.96
25.99,14.1
65.9,15.21
79.9,19.53
54.9,13.72
49.9,10.96
29.99,14.1
75.0,12.03
129.9,9.26
12.88,7.39
38.0,14.1
74.99,28.92
90.0,11.24
90.0,11.24
53.9,22.96
150.0,12.55
56.99,24.89
144.99,23.59
139.9,38.61
19.9,16.79
39.9,15.11
59.99,9.44
89.9,17.88
44.9,9.24
89.99,15.38
27.9,8.36
350.0,20.69
59.9,18.3
99.9,19.99
19.9,16.79
130.0,17.16
39.9,17.6
79.9,21.01
79.0,23.94
24.99,7.39
99.9,20.19
84.0,14.68
89.9,16.6
27.99,7.39
17.99,10.96
39.9,16.11
137.9,38.81
59.0,16.04
49.9,8.11
220.0,16.29
70.0,8.45
69.99,28.15
16.48,12.48
89.99,14.38
70.0,17.06
40.0,14.52
231.8,13.96
99.9,23.28
155.0,27.94
13.65,11.85
29.9,9.34
29.9,14.1
94.99,18.54
326.16,33.03
120.0,27.57
23.7,14.1
99.9,17.95
78.0,7.41
366.0,11.31
79.0,15.31
74.99,11.15
171.0,15.7
172.0,13.86
99.9,15.45
35.99,18.35
35.99,18.35
99.9,21.78
199.9,17.65
168.75,40.37
59.0,7.67
39.9,18.23
39.9,18.23
17.9,15.23
59.9,46.72
52.5,16.13
51.6,3.77
45.9,37.67
33.9,1.88
41.9,8.72
120.0,27.39
75.0,23.11
24.99,7.78
135.49,12.45
59.0,7.78
59.99,16.61
49.9,13.93
49.9,13.93
99.0,33.08
72.09,9.44
107.99,22.69
79.0,14.86
169.0,24.17
25.99,11.85
589.0,17.87
89.0,13.98
89.99,15.39
111.9,9.6
58.9,16.98
58.9,16.98
58.9,16.98
29.99,7.78
200.0,24.78
66.0,16.22
75.5,13.55
56.99,8.72
42.0,17.22
44.99,19.04
15.9,8.82
15.9,8.82
4.9,16.05
58.0,27.79
215.0,10.02
29.1,18.89
189.9,18.61
119.9,23.64
22.99,7.05
22.99,7.05
69.0,17.73
49.9,37.9
159.9,16.75
24.99,17.6
90.99,15.52
59.7,11.92
56.1,28.34
60.5,7.08
56.1,28.34
56.1,28.34
56.1,28.34
21.9,15.1
15.0,19.04
29.99,11.85
26.9,15.56
157.9,18.0
549.99,37.51
14.49,7.78
58.0,25.25
62.7,19.63
108.99,27.2
79.99,38.2
79.99,0.08
18.9,7.39
48.9,9.94
230.0,26.59
129.99,7.93
119.85,23.64
64.9,18.55
156.2,12.59
69.99,7.78
162.5,18.71
63.36,0.09
76.49,43.89
17.9,15.1
679.0,22.85
38.9,8.72
19.9,16.11
97.9,13.13
78.9,18.65
99.0,32.93
99.0,32.93
99.0,32.93
34.3,8.11
279.0,24.75
185.81,39.35
16.99,16.11
320.0,35.1
457.99,17.96
110.0,0.0
46.99,15.23
149.0,23.62
10.99,15.1
10.99,15.1
28.99,11.85
124.9,12.83
105.0,41.85
27.99,15.1
70.0,18.37
69.9,18.29
200.0,16.5
115.0,16.44
149.0,20.01
199.0,48.19
157.0,14.49
570.0,22.09
69.9,22.42
115.0,57.58
115.0,16.44
119.99,18.82
111.99,18.36
30.9,7.39
220.0,27.84
48.9,16.11
53.5,11.87
199.99,57.95
93.24,17.29
96.9,18.53
19.0,25.63
209.99,31.77
29.9,15.23
65.0,11.06
69.9,12.43
23.99,17.92
199.9,15.15
108.0,18.33
18.9,15.23
49.99,22.28
34.99,18.23
34.99,18.23
169.0,21.09
49.9,7.78
43.99,17.6
59.9,11.44
98.9,23.62
66.99,27.75
49.0,19.04
49.0,19.04
89.99,18.21
112.99,24.9
112.99,24.9
130.0,12.21
210.0,10.18
39.99,14.52
27.99,37.04
98.44,8.03
69.9,18.54
110.0,23.17
109.9,18.02
57.49,11.15
58.0,18.21
12.9,14.1
64.99,22.86
87.5,40.57
39.99,17.6
75.0,9.84
119.0,16.53
119.99,36.16
155.29,12.29
17.9,15.1
30.0,7.47
76.0,14.3
89.8,18.21
49.91,12.0
49.91,12.0
89.0,39.95
110.32,7.64
110.32,7.64
73.9,23.1
73.9,23.1
55.0,18.49
69.99,15.25
289.9,17.91
79.99,35.82
45.99,19.04
99.99,14.87
169.9,22.66
38.99,16.79
49.99,12.69
30.0,7.47
20.0,16.79
270.0,14.02
126.99,16.5
155.0,28.29
50.0,18.23
130.0,21.4
37.9,31.1
37.9,31.1
109.99,19.36
84.89,7.94
75.77,14.28
75.77,14.28
39.9,15.1
59.9,19.39
999.0,31.44
25.9,7.78
38.0,12.48
29.9,7.47
47.2,11.15
76.0,23.33
1340.0,33.83
164.9,18.4
225.91,20.55
25.9,11.85
25.9,11.85
64.99,19.14
69.9,20.06
89.0,7.49
35.0,12.43
19.99,15.1
39.9,13.71
35.99,7.78
121.9,18.1
389.0,69.24
25.99,7.78
37.99,16.11
36.9,12.69
53.89,15.26
64.9,19.94
89.65,13.65
209.0,45.31
209.0,45.31
78.8,12.99
79.9,16.32
48.9,9.09
99.9,11.9
12.0,7.39
29.9,12.87
65.9,14.21
13.65,7.78
219.0,32.28
39.99,20.4
13.2,14.11
13.2,14.11
148.0,25.88
89.7,18.51
19.95,8.29
34.99,15.1
99.5,14.06
199.0,25.52
139.9,18.23
69.99,23.2
69.99,23.2
69.99,23.2
59.9,11.92
299.9,15.12
53.9,16.07
53.9,16.07
53.9,16.07
79.9,13.58
94.9,17.91
54.99,13.97
95.0,15.77
199.0,18.96
62.8,34.24
729.0,19.27
2199.0,116.83
145.0,12.51
39.99,8.72
54.9,17.81
159.0,17.08
129.9,38.46
13.99,7.78
